name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_121,6,vggish,False,2,3,0.9148936170212766,0.8625,0.9857142857142858,0.9200000000000002
exp_120,6,vggish,True,2,3,0.8581560283687943,0.7777777777777778,1.0,0.8750000000000001
exp_139,6,openl3-mel256-6144-music,False,2,3,0.8936170212765957,0.8395061728395061,0.9714285714285714,0.9006622516556292
exp_138,6,openl3-mel256-6144-music,True,2,3,0.5390070921985816,0.5185185185185185,1.0,0.6829268292682926
exp_137,6,openl3-mel256-6144-env,False,2,3,0.8368794326241135,0.7901234567901234,0.9142857142857144,0.847682119205298
exp_136,6,openl3-mel256-6144-env,True,2,3,0.4964539007092199,0.4964539007092199,1.0,0.6635071090047393
exp_135,6,openl3-mel256-512-music,False,2,3,0.8439716312056738,0.7857142857142857,0.9428571428571428,0.8571428571428571
exp_134,6,openl3-mel256-512-music,True,2,3,0.5886524822695035,0.546875,1.0,0.7070707070707071
exp_133,6,openl3-mel256-512-env,False,2,3,0.851063829787234,0.7882352941176469,0.9571428571428572,0.8645161290322579
exp_132,6,openl3-mel256-512-env,True,2,3,0.4964539007092199,0.4964539007092199,1.0,0.6635071090047393
exp_131,6,openl3-mel128-6144-music,False,2,3,0.9290780141843972,0.8947368421052632,0.9714285714285714,0.9315068493150684
exp_130,6,openl3-mel128-6144-music,True,2,3,0.6950354609929078,0.6194690265486725,1.0,0.7650273224043715
exp_129,6,openl3-mel128-6144-env,False,2,3,0.8581560283687943,0.8125,0.9285714285714286,0.8666666666666666
exp_128,6,openl3-mel128-6144-env,True,2,3,0.5886524822695035,0.546875,1.0,0.7070707070707071
exp_127,6,openl3-mel128-512-music,False,2,3,0.9290780141843972,0.8947368421052632,0.9714285714285714,0.9315068493150684
exp_126,6,openl3-mel128-512-music,True,2,3,0.8156028368794326,0.7340425531914894,0.9857142857142858,0.8414634146341464
exp_125,6,openl3-mel128-512-env,False,2,3,0.9007092198581559,0.8589743589743589,0.9571428571428572,0.9054054054054054
exp_124,6,openl3-mel128-512-env,True,2,3,0.5106382978723404,0.5035971223021583,1.0,0.6698564593301435
exp_123,6,ised,False,2,3,0.8723404255319149,0.8513513513513513,0.9,0.875
exp_122,6,ised,True,2,3,0.7092198581560284,0.6380952380952379,0.9571428571428572,0.7657142857142856
