name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_41,2,vggish,False,2,3,0.950354609929078,0.9393939393939394,0.9893617021276596,0.9637305699481866
exp_40,2,vggish,True,2,3,0.8936170212765957,0.9647058823529412,0.8723404255319149,0.9162011173184356
exp_59,2,openl3-mel256-6144-music,False,2,3,0.8652482269503546,0.9310344827586208,0.8617021276595744,0.8950276243093922
exp_58,2,openl3-mel256-6144-music,True,2,3,0.8652482269503546,0.987012987012987,0.8085106382978723,0.8888888888888888
exp_57,2,openl3-mel256-6144-env,False,2,3,0.7163120567375887,0.8461538461538461,0.7021276595744681,0.7674418604651163
exp_56,2,openl3-mel256-6144-env,True,2,3,0.7021276595744681,1.0,0.5531914893617021,0.7123287671232876
exp_55,2,openl3-mel256-512-music,False,2,3,0.8156028368794326,0.9047619047619048,0.8085106382978723,0.8539325842696629
exp_54,2,openl3-mel256-512-music,True,2,3,0.3404255319148936,1.0,0.010638297872340424,0.021052631578947368
exp_53,2,openl3-mel256-512-env,False,2,3,0.7943262411347518,0.8823529411764706,0.7978723404255319,0.8379888268156425
exp_52,2,openl3-mel256-512-env,True,2,3,0.7659574468085106,1.0,0.6489361702127661,0.7870967741935483
exp_51,2,openl3-mel128-6144-music,False,2,3,0.9007092198581559,0.9444444444444444,0.9042553191489362,0.9239130434782608
exp_50,2,openl3-mel128-6144-music,True,2,3,0.8014184397163121,1.0,0.7021276595744681,0.825
exp_49,2,openl3-mel128-6144-env,False,2,3,0.9148936170212766,0.9361702127659576,0.9361702127659576,0.9361702127659576
exp_48,2,openl3-mel128-6144-env,True,2,3,0.4964539007092199,1.0,0.24468085106382975,0.3931623931623932
exp_47,2,openl3-mel128-512-music,False,2,3,0.9361702127659576,0.967032967032967,0.9361702127659576,0.9513513513513512
exp_46,2,openl3-mel128-512-music,True,2,3,0.75177304964539,1.0,0.6276595744680851,0.7712418300653594
exp_45,2,openl3-mel128-512-env,False,2,3,0.9219858156028368,0.946236559139785,0.9361702127659576,0.9411764705882354
exp_44,2,openl3-mel128-512-env,True,2,3,0.3900709219858156,1.0,0.0851063829787234,0.1568627450980392
exp_43,2,ised,False,2,3,0.7943262411347518,0.8571428571428571,0.8297872340425532,0.8432432432432433
exp_42,2,ised,True,2,3,0.8156028368794326,0.8269230769230769,0.9148936170212766,0.8686868686868686
