name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_336,21,True,openl3_mel128_music_512,2,0.9716312056737588,0.9523809523809524,1.0,0.975609756097561,2,3
exp_337,21,False,openl3_mel128_music_512,2,0.8723404255319149,0.8604651162790697,0.925,0.891566265060241,2,3
exp_338,21,True,openl3_mel128_music_6144,2,0.9574468085106383,0.9404761904761904,0.9875,0.9634146341463417,2,3
exp_339,21,False,openl3_mel128_music_6144,2,0.950354609929078,0.9294117647058824,0.9875,0.9575757575757576,2,3
exp_340,21,True,openl3_mel128_env_512,2,0.950354609929078,0.921875,0.9672131147540984,0.9440000000000001,2,3
exp_341,21,False,openl3_mel128_env_512,2,0.9078014184397164,0.9444444444444444,0.8360655737704918,0.8869565217391304,2,3
exp_342,21,True,openl3_mel128_env_6144,2,0.950354609929078,0.9821428571428572,0.9016393442622952,0.9401709401709402,2,3
exp_343,21,False,openl3_mel128_env_6144,2,0.9078014184397164,0.98,0.8032786885245902,0.882882882882883,2,3
exp_344,21,True,openl3_mel256_music_512,2,0.9078014184397164,0.98,0.8032786885245902,0.882882882882883,2,3
exp_345,21,False,openl3_mel256_music_512,2,0.8723404255319149,0.9215686274509804,0.7704918032786885,0.8392857142857142,2,3
exp_346,21,True,openl3_mel256_music_6144,2,0.9716312056737588,1.0,0.9344262295081968,0.9661016949152544,2,3
exp_347,21,False,openl3_mel256_music_6144,2,0.950354609929078,1.0,0.8852459016393442,0.9391304347826086,2,3
exp_348,21,True,openl3_mel256_env_512,2,0.9645390070921984,0.9827586206896552,0.9344262295081968,0.9579831932773109,2,3
exp_349,21,False,openl3_mel256_env_512,2,0.8723404255319149,0.9056603773584906,0.7868852459016393,0.8421052631578947,2,3
exp_350,21,True,openl3_mel256_env_6144,2,0.9716312056737588,1.0,0.9344262295081968,0.9661016949152544,2,3
exp_351,21,False,openl3_mel256_env_6144,2,0.9148936170212766,0.9622641509433962,0.8360655737704918,0.8947368421052632,2,3
