name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_32,2,True,openl3_mel128_music_512,2,0.9858156028368794,1.0,0.9761904761904762,0.9879518072289156,2,3
exp_33,2,False,openl3_mel128_music_512,2,0.9148936170212766,0.9285714285714286,0.9285714285714286,0.9285714285714286,2,3
exp_34,2,True,openl3_mel128_music_6144,2,0.9787234042553192,0.976470588235294,0.988095238095238,0.9822485207100592,2,3
exp_35,2,False,openl3_mel128_music_6144,2,0.9432624113475178,0.9634146341463414,0.9404761904761904,0.9518072289156626,2,3
exp_36,2,True,openl3_mel128_env_512,2,0.9858156028368794,1.0,0.9761904761904762,0.9879518072289156,2,3
exp_37,2,False,openl3_mel128_env_512,2,0.9007092198581559,0.9166666666666666,0.9166666666666666,0.9166666666666666,2,3
exp_38,2,True,openl3_mel128_env_6144,2,0.9858156028368794,1.0,0.9761904761904762,0.9879518072289156,2,3
exp_39,2,False,openl3_mel128_env_6144,2,0.9219858156028368,0.9397590361445785,0.9285714285714286,0.934131736526946,2,3
exp_40,2,True,openl3_mel256_music_512,2,0.9148936170212766,0.9615384615384616,0.8928571428571429,0.925925925925926,2,3
exp_41,2,False,openl3_mel256_music_512,2,0.9007092198581559,0.9268292682926829,0.9047619047619048,0.9156626506024096,2,3
exp_42,2,True,openl3_mel256_music_6144,2,0.9858156028368794,1.0,0.9761904761904762,0.9879518072289156,2,3
exp_43,2,False,openl3_mel256_music_6144,2,0.8865248226950354,0.9047619047619048,0.9047619047619048,0.9047619047619048,2,3
exp_44,2,True,openl3_mel256_env_512,2,0.9787234042553192,0.9879518072289156,0.9761904761904762,0.9820359281437124,2,3
exp_45,2,False,openl3_mel256_env_512,2,0.8368794326241135,0.8860759493670886,0.8333333333333334,0.8588957055214723,2,3
exp_46,2,True,openl3_mel256_env_6144,2,0.9929078014184396,1.0,0.988095238095238,0.9940119760479044,2,3
exp_47,2,False,openl3_mel256_env_6144,2,0.8014184397163121,0.8414634146341463,0.8214285714285714,0.8313253012048192,2,3
