name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_57,2,openl3-mel256-6144-env,False,2,3,0.7163120567375887,0.8461538461538461,0.7021276595744681,0.7674418604651163
exp_56,2,openl3-mel256-6144-env,True,2,3,0.7021276595744681,1.0,0.5531914893617021,0.7123287671232876
