name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_261,13,vggish,False,2,3,0.8297872340425532,0.8160919540229885,0.8987341772151899,0.8554216867469879
exp_260,13,vggish,True,2,3,0.8368794326241135,0.78,0.9873417721518988,0.8715083798882681
exp_279,13,openl3-mel256-6144-music,False,2,3,0.8226950354609929,0.8461538461538461,0.8354430379746836,0.840764331210191
exp_278,13,openl3-mel256-6144-music,True,2,3,0.8652482269503546,0.8333333333333334,0.9493670886075948,0.8875739644970415
exp_277,13,openl3-mel256-6144-env,False,2,3,0.75177304964539,0.7682926829268293,0.7974683544303798,0.7826086956521741
exp_276,13,openl3-mel256-6144-env,True,2,3,0.6879432624113475,0.6422764227642277,1.0,0.7821782178217822
exp_275,13,openl3-mel256-512-music,False,2,3,0.8439716312056738,0.8202247191011236,0.9240506329113924,0.8690476190476191
exp_274,13,openl3-mel256-512-music,True,2,3,0.7659574468085106,0.7053571428571429,1.0,0.8272251308900525
exp_273,13,openl3-mel256-512-env,False,2,3,0.8085106382978723,0.7653061224489796,0.9493670886075948,0.8474576271186441
exp_272,13,openl3-mel256-512-env,True,2,3,0.7375886524822695,0.6810344827586207,1.0,0.8102564102564103
exp_271,13,openl3-mel128-6144-music,False,2,3,0.8226950354609929,0.813953488372093,0.8860759493670886,0.8484848484848485
exp_270,13,openl3-mel128-6144-music,True,2,3,0.9007092198581559,0.8823529411764706,0.9493670886075948,0.9146341463414634
exp_269,13,openl3-mel128-6144-env,False,2,3,0.8368794326241135,0.8414634146341463,0.8734177215189873,0.857142857142857
exp_268,13,openl3-mel128-6144-env,True,2,3,0.7446808510638298,0.6869565217391305,1.0,0.8144329896907216
exp_267,13,openl3-mel128-512-music,False,2,3,0.9078014184397164,0.8666666666666667,0.9873417721518988,0.9230769230769232
exp_266,13,openl3-mel128-512-music,True,2,3,0.8439716312056738,0.7821782178217822,1.0,0.8777777777777778
exp_265,13,openl3-mel128-512-env,False,2,3,0.8723404255319149,0.8279569892473119,0.9746835443037974,0.8953488372093023
exp_264,13,openl3-mel128-512-env,True,2,3,0.6099290780141844,0.5895522388059702,1.0,0.7417840375586855
exp_263,13,ised,False,2,3,0.8014184397163121,0.8072289156626506,0.8481012658227848,0.8271604938271606
exp_262,13,ised,True,2,3,0.7872340425531915,0.7816091954022989,0.8607594936708861,0.8192771084337349
