name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_481,24,vggish,False,2,3,0.9007092198581559,0.9135802469135802,0.9135802469135802,0.9135802469135802
exp_480,24,vggish,True,2,3,0.9219858156028368,0.9487179487179488,0.9135802469135802,0.9308176100628932
exp_499,24,openl3-mel256-6144-music,False,2,3,0.950354609929078,0.9625,0.9506172839506172,0.9565217391304348
exp_498,24,openl3-mel256-6144-music,True,2,3,0.6808510638297872,1.0,0.4444444444444444,0.6153846153846153
exp_497,24,openl3-mel256-6144-env,False,2,3,0.8723404255319149,0.8705882352941177,0.9135802469135802,0.8915662650602408
exp_496,24,openl3-mel256-6144-env,True,2,3,0.8652482269503546,0.984375,0.7777777777777778,0.8689655172413794
exp_495,24,openl3-mel256-512-music,False,2,3,0.8794326241134752,0.9,0.8888888888888888,0.8944099378881988
exp_494,24,openl3-mel256-512-music,True,2,3,0.6382978723404256,1.0,0.3703703703703704,0.5405405405405406
exp_493,24,openl3-mel256-512-env,False,2,3,0.8581560283687943,0.8674698795180723,0.8888888888888888,0.8780487804878048
exp_492,24,openl3-mel256-512-env,True,2,3,0.425531914893617,0.0,0.0,0.0
exp_491,24,openl3-mel128-6144-music,False,2,3,0.9645390070921984,0.9634146341463414,0.9753086419753086,0.9693251533742332
exp_490,24,openl3-mel128-6144-music,True,2,3,0.950354609929078,0.9743589743589745,0.9382716049382716,0.9559748427672956
exp_489,24,openl3-mel128-6144-env,False,2,3,0.9361702127659576,0.9285714285714286,0.9629629629629628,0.9454545454545454
exp_488,24,openl3-mel128-6144-env,True,2,3,0.9432624113475178,0.9866666666666668,0.9135802469135802,0.9487179487179488
exp_487,24,openl3-mel128-512-music,False,2,3,0.9361702127659576,0.9285714285714286,0.9629629629629628,0.9454545454545454
exp_486,24,openl3-mel128-512-music,True,2,3,0.4609929078014184,1.0,0.061728395061728385,0.11627906976744184
exp_485,24,openl3-mel128-512-env,False,2,3,0.9574468085106383,0.9411764705882352,0.9876543209876544,0.9638554216867471
exp_484,24,openl3-mel128-512-env,True,2,3,0.8865248226950354,0.9452054794520548,0.8518518518518519,0.8961038961038961
exp_483,24,ised,False,2,3,0.8581560283687943,0.8426966292134831,0.925925925925926,0.8823529411764706
exp_482,24,ised,True,2,3,0.7730496453900709,0.8656716417910447,0.7160493827160493,0.7837837837837838
