name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_48,3,True,openl3_mel128_music_512,2,0.9574468085106383,0.9638554216867471,0.9638554216867471,0.9638554216867471,2,3
exp_49,3,False,openl3_mel128_music_512,2,0.9148936170212766,0.927710843373494,0.927710843373494,0.927710843373494,2,3
exp_50,3,True,openl3_mel128_music_6144,2,0.950354609929078,0.9418604651162792,0.9759036144578314,0.9585798816568049,2,3
exp_51,3,False,openl3_mel128_music_6144,2,0.8936170212765957,0.8863636363636364,0.9397590361445785,0.912280701754386,2,3
exp_52,3,True,openl3_mel128_env_512,2,0.9078014184397164,0.9069767441860463,0.9397590361445785,0.923076923076923,2,3
exp_53,3,False,openl3_mel128_env_512,2,0.8581560283687943,0.8461538461538461,0.927710843373494,0.8850574712643677,2,3
exp_54,3,True,openl3_mel128_env_6144,2,0.950354609929078,0.9418604651162792,0.9759036144578314,0.9585798816568049,2,3
exp_55,3,False,openl3_mel128_env_6144,2,0.8652482269503546,0.8555555555555555,0.927710843373494,0.8901734104046242,2,3
exp_56,3,True,openl3_mel256_music_512,2,0.8794326241134752,0.875,0.927710843373494,0.9005847953216374,2,3
exp_57,3,False,openl3_mel256_music_512,2,0.851063829787234,0.8604651162790697,0.891566265060241,0.8757396449704141,2,3
exp_58,3,True,openl3_mel256_music_6144,2,0.9361702127659576,0.951219512195122,0.9397590361445785,0.9454545454545454,2,3
exp_59,3,False,openl3_mel256_music_6144,2,0.8439716312056738,0.8426966292134831,0.9036144578313252,0.8720930232558138,2,3
exp_60,3,True,openl3_mel256_env_512,2,0.9078014184397164,0.9375,0.9036144578313252,0.920245398773006,2,3
exp_61,3,False,openl3_mel256_env_512,2,0.8297872340425532,0.8470588235294118,0.8674698795180723,0.8571428571428572,2,3
exp_62,3,True,openl3_mel256_env_6144,2,0.9432624113475178,0.9310344827586208,0.9759036144578314,0.9529411764705884,2,3
exp_63,3,False,openl3_mel256_env_6144,2,0.8014184397163121,0.8313253012048193,0.8313253012048193,0.8313253012048193,2,3
