name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_9,0,openl3-mel256-512-music,False,,svm-poly-3,0.9787234042553191,0.9523809523809523,1.0,0.975609756097561
