name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_381,19,vggish,False,2,3,0.8936170212765957,0.9545454545454546,0.8842105263157894,0.918032786885246
exp_380,19,vggish,True,2,3,0.8014184397163121,0.9718309859154929,0.7263157894736842,0.8313253012048194
exp_399,19,openl3-mel256-6144-music,False,2,3,0.9219858156028368,0.9565217391304348,0.9263157894736842,0.9411764705882354
exp_398,19,openl3-mel256-6144-music,True,2,3,0.6950354609929078,0.6884057971014492,1.0,0.8154506437768241
exp_397,19,openl3-mel256-6144-env,False,2,3,0.7943262411347518,0.902439024390244,0.7789473684210526,0.8361581920903954
exp_396,19,openl3-mel256-6144-env,True,2,3,0.6808510638297872,0.6785714285714286,1.0,0.8085106382978724
exp_395,19,openl3-mel256-512-music,False,2,3,0.8936170212765957,0.9081632653061223,0.936842105263158,0.9222797927461139
exp_394,19,openl3-mel256-512-music,True,2,3,0.6737588652482269,0.6737588652482269,1.0,0.8050847457627118
exp_393,19,openl3-mel256-512-env,False,2,3,0.8085106382978723,0.8695652173913043,0.8421052631578947,0.8556149732620322
exp_392,19,openl3-mel256-512-env,True,2,3,0.6737588652482269,0.6737588652482269,1.0,0.8050847457627118
exp_391,19,openl3-mel128-6144-music,False,2,3,0.9007092198581559,0.976470588235294,0.8736842105263158,0.9222222222222224
exp_390,19,openl3-mel128-6144-music,True,2,3,0.8014184397163121,0.7723577235772358,1.0,0.8715596330275228
exp_389,19,openl3-mel128-6144-env,False,2,3,0.9219858156028368,0.9666666666666668,0.9157894736842104,0.9405405405405406
exp_388,19,openl3-mel128-6144-env,True,2,3,0.7375886524822695,0.7196969696969697,1.0,0.8370044052863437
exp_387,19,openl3-mel128-512-music,False,2,3,0.9858156028368794,0.9894736842105264,0.9894736842105264,0.9894736842105264
exp_386,19,openl3-mel128-512-music,True,2,3,0.6808510638297872,0.6785714285714286,1.0,0.8085106382978724
exp_385,19,openl3-mel128-512-env,False,2,3,0.8936170212765957,0.9255319148936171,0.9157894736842104,0.9206349206349206
exp_384,19,openl3-mel128-512-env,True,2,3,0.6737588652482269,0.6737588652482269,1.0,0.8050847457627118
exp_383,19,ised,False,2,3,0.7943262411347518,0.8666666666666667,0.8210526315789474,0.8432432432432433
exp_382,19,ised,True,2,3,0.7304964539007093,1.0,0.6,0.7499999999999999
