name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_885,44,openl3-mel128-512-env,False,2,3,0.9361702127659575,0.9302325581395349,0.963855421686747,0.9467455621301776
exp_884,44,openl3-mel128-512-env,True,2,3,0.9432624113475178,1.0,0.9036144578313253,0.9493670886075949
