name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_693,34,openl3-mel256-512-env,False,2,3,0.8226950354609929,0.85,0.8395061728395061,0.84472049689441
exp_692,34,openl3-mel256-512-env,True,2,3,0.9361702127659575,0.9,1.0,0.9473684210526316
