name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_240,12,ised,True,,knn-3,0.8794326241134752,0.9655172413793104,0.7887323943661971,0.8682170542635659
exp_241,12,ised,False,,knn-3,0.7659574468085106,0.8064516129032258,0.7042253521126759,0.7518796992481203
exp_242,12,vggish,True,,knn-3,0.9290780141843972,0.9692307692307692,0.8873239436619719,0.9264705882352942
exp_243,12,vggish,False,,knn-3,0.9078014184397164,0.9142857142857144,0.9014084507042254,0.9078014184397164
exp_244,12,openl3-mel128-512-env,True,,knn-3,0.9787234042553192,1.0,0.9577464788732394,0.9784172661870504
exp_245,12,openl3-mel128-512-env,False,,knn-3,0.9858156028368794,1.0,0.9718309859154929,0.9857142857142858
exp_246,12,openl3-mel128-512-music,True,,knn-3,0.9858156028368794,1.0,0.9718309859154929,0.9857142857142858
exp_247,12,openl3-mel128-512-music,False,,knn-3,0.9787234042553192,1.0,0.9577464788732394,0.9784172661870504
exp_248,12,openl3-mel128-6144-env,True,,knn-3,0.9716312056737588,1.0,0.943661971830986,0.9710144927536232
exp_249,12,openl3-mel128-6144-env,False,,knn-3,0.950354609929078,1.0,0.9014084507042254,0.948148148148148
exp_250,12,openl3-mel128-6144-music,True,,knn-3,0.9716312056737588,1.0,0.943661971830986,0.9710144927536232
exp_251,12,openl3-mel128-6144-music,False,,knn-3,0.950354609929078,1.0,0.9014084507042254,0.948148148148148
exp_252,12,openl3-mel256-512-env,True,,knn-3,0.9574468085106383,0.9850746268656716,0.9295774647887324,0.9565217391304348
exp_253,12,openl3-mel256-512-env,False,,knn-3,0.9716312056737588,0.9855072463768116,0.9577464788732394,0.9714285714285714
exp_254,12,openl3-mel256-512-music,True,,knn-3,0.9716312056737588,0.9855072463768116,0.9577464788732394,0.9714285714285714
exp_255,12,openl3-mel256-512-music,False,,knn-3,0.9787234042553192,1.0,0.9577464788732394,0.9784172661870504
exp_256,12,openl3-mel256-6144-env,True,,knn-3,0.9716312056737588,1.0,0.943661971830986,0.9710144927536232
exp_257,12,openl3-mel256-6144-env,False,,knn-3,0.9361702127659576,0.984375,0.8873239436619719,0.9333333333333332
exp_258,12,openl3-mel256-6144-music,True,,knn-3,0.9858156028368794,1.0,0.9718309859154929,0.9857142857142858
exp_259,12,openl3-mel256-6144-music,False,,knn-3,0.950354609929078,1.0,0.9014084507042254,0.948148148148148
