name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_81,4,vggish,False,2,3,0.8865248226950354,0.8518518518518519,0.9452054794520548,0.8961038961038961
exp_80,4,vggish,True,2,3,0.8794326241134752,0.8684210526315791,0.9041095890410958,0.8859060402684564
exp_99,4,openl3-mel256-6144-music,False,2,3,0.9219858156028368,0.9078947368421052,0.9452054794520548,0.9261744966442952
exp_98,4,openl3-mel256-6144-music,True,2,3,0.9574468085106383,0.935064935064935,0.9863013698630136,0.96
exp_97,4,openl3-mel256-6144-env,False,2,3,0.6879432624113475,0.6526315789473685,0.8493150684931506,0.7380952380952379
exp_96,4,openl3-mel256-6144-env,True,2,3,0.8226950354609929,0.7448979591836735,1.0,0.8538011695906433
exp_95,4,openl3-mel256-512-music,False,2,3,0.9219858156028368,0.8875,0.9726027397260274,0.9281045751633986
exp_94,4,openl3-mel256-512-music,True,2,3,0.8794326241134752,0.9666666666666668,0.7945205479452054,0.8721804511278196
exp_93,4,openl3-mel256-512-env,False,2,3,0.7872340425531915,0.7529411764705882,0.8767123287671232,0.8101265822784809
exp_92,4,openl3-mel256-512-env,True,2,3,0.9574468085106383,0.935064935064935,0.9863013698630136,0.96
exp_91,4,openl3-mel128-6144-music,False,2,3,0.9078014184397164,0.9166666666666666,0.9041095890410958,0.9103448275862068
exp_90,4,openl3-mel128-6144-music,True,2,3,0.950354609929078,0.9342105263157896,0.9726027397260274,0.953020134228188
exp_89,4,openl3-mel128-6144-env,False,2,3,0.7659574468085106,0.7272727272727273,0.8767123287671232,0.7950310559006212
exp_88,4,openl3-mel128-6144-env,True,2,3,0.9290780141843972,0.8888888888888888,0.9863013698630136,0.935064935064935
exp_87,4,openl3-mel128-512-music,False,2,3,0.9219858156028368,0.9305555555555556,0.9178082191780822,0.9241379310344828
exp_86,4,openl3-mel128-512-music,True,2,3,0.8936170212765957,0.8295454545454546,1.0,0.906832298136646
exp_85,4,openl3-mel128-512-env,False,2,3,0.9007092198581559,0.8734177215189873,0.9452054794520548,0.9078947368421052
exp_84,4,openl3-mel128-512-env,True,2,3,0.8652482269503546,0.8,0.9863013698630136,0.8834355828220859
exp_83,4,ised,False,2,3,0.8368794326241135,0.8125,0.8904109589041096,0.8496732026143791
exp_82,4,ised,True,2,3,0.7943262411347518,0.72,0.9863013698630136,0.8323699421965317
