name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_1,1,False,openl3,2,0.5260663507109005,0.4838709677419355,0.4639175257731959,0.4736842105263158,2,3
exp_0,1,True,openl3,2,0.5308056872037915,0.4891304347826087,0.4639175257731959,0.4761904761904762,2,3
