name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_901,45,vggish,False,2,3,0.9078014184397164,0.9518072289156626,0.8977272727272727,0.9239766081871345
exp_900,45,vggish,True,2,3,0.7872340425531915,0.75,0.9886363636363636,0.8529411764705882
exp_919,45,openl3-mel256-6144-music,False,2,3,0.8297872340425532,0.8902439024390244,0.8295454545454546,0.8588235294117648
exp_918,45,openl3-mel256-6144-music,True,2,3,0.6524822695035462,0.6423357664233577,1.0,0.7822222222222222
exp_917,45,openl3-mel256-6144-env,False,2,3,0.851063829787234,0.8764044943820225,0.8863636363636364,0.8813559322033898
exp_916,45,openl3-mel256-6144-env,True,2,3,0.6241134751773051,0.6241134751773051,1.0,0.7685589519650655
exp_915,45,openl3-mel256-512-music,False,2,3,0.8652482269503546,0.9058823529411764,0.875,0.8901734104046243
exp_914,45,openl3-mel256-512-music,True,2,3,0.6241134751773051,0.6241134751773051,1.0,0.7685589519650655
exp_913,45,openl3-mel256-512-env,False,2,3,0.8368794326241135,0.8571428571428571,0.8863636363636364,0.8715083798882681
exp_912,45,openl3-mel256-512-env,True,2,3,0.6241134751773051,0.6241134751773051,1.0,0.7685589519650655
exp_911,45,openl3-mel128-6144-music,False,2,3,0.9078014184397164,0.9746835443037974,0.875,0.9221556886227544
exp_910,45,openl3-mel128-6144-music,True,2,3,0.8014184397163121,0.7586206896551724,1.0,0.8627450980392156
exp_909,45,openl3-mel128-6144-env,False,2,3,0.8439716312056738,0.902439024390244,0.8409090909090909,0.8705882352941177
exp_908,45,openl3-mel128-6144-env,True,2,3,0.6453900709219859,0.6376811594202898,1.0,0.7787610619469026
exp_907,45,openl3-mel128-512-music,False,2,3,0.9361702127659576,0.9647058823529412,0.9318181818181818,0.9479768786127168
exp_906,45,openl3-mel128-512-music,True,2,3,0.6950354609929078,0.6717557251908397,1.0,0.8036529680365296
exp_905,45,openl3-mel128-512-env,False,2,3,0.9078014184397164,0.8947368421052632,0.9659090909090908,0.9289617486338798
exp_904,45,openl3-mel128-512-env,True,2,3,0.6241134751773051,0.6241134751773051,1.0,0.7685589519650655
exp_903,45,ised,False,2,3,0.8581560283687943,0.8777777777777778,0.8977272727272727,0.8876404494382022
exp_902,45,ised,True,2,3,0.7021276595744681,0.96,0.5454545454545454,0.6956521739130435
