name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_352,44,vggish,True,1,knn-3,0.8014184397163121,0.819672131147541,0.746268656716418,0.7812500000000001
exp_353,44,vggish,True,2,knn-3,0.8581560283687943,0.8615384615384616,0.8358208955223879,0.8484848484848485
exp_354,44,vggish,True,3,knn-3,0.9007092198581559,0.8955223880597015,0.8955223880597015,0.8955223880597015
exp_355,44,vggish,True,4,knn-3,0.9148936170212766,0.8767123287671232,0.9552238805970148,0.9142857142857144
exp_356,44,vggish,False,1,knn-3,0.7234042553191491,0.6944444444444444,0.746268656716418,0.7194244604316546
exp_357,44,vggish,False,2,knn-3,0.8439716312056738,0.8688524590163934,0.7910447761194029,0.828125
exp_358,44,vggish,False,3,knn-3,0.8652482269503546,0.8870967741935484,0.8208955223880597,0.8527131782945736
exp_359,44,vggish,False,4,knn-3,0.9219858156028368,0.9242424242424242,0.9104477611940298,0.9172932330827068
