name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_741,37,vggish,False,2,3,0.9148936170212766,0.9195402298850576,0.9411764705882352,0.9302325581395348
exp_740,37,vggish,True,2,3,0.8439716312056738,0.794392523364486,1.0,0.8854166666666666
exp_759,37,openl3-mel256-6144-music,False,2,3,0.9290780141843972,0.9518072289156626,0.9294117647058824,0.9404761904761904
exp_758,37,openl3-mel256-6144-music,True,2,3,0.9148936170212766,0.8762886597938144,1.0,0.934065934065934
exp_757,37,openl3-mel256-6144-env,False,2,3,0.8156028368794326,0.8470588235294118,0.8470588235294118,0.8470588235294118
exp_756,37,openl3-mel256-6144-env,True,2,3,0.9219858156028368,0.8854166666666666,1.0,0.9392265193370166
exp_755,37,openl3-mel256-512-music,False,2,3,0.9007092198581559,0.9493670886075948,0.8823529411764706,0.9146341463414634
exp_754,37,openl3-mel256-512-music,True,2,3,0.9148936170212766,0.8762886597938144,1.0,0.934065934065934
exp_753,37,openl3-mel256-512-env,False,2,3,0.8723404255319149,0.8764044943820225,0.9176470588235294,0.8965517241379308
exp_752,37,openl3-mel256-512-env,True,2,3,0.9432624113475178,0.913978494623656,1.0,0.9550561797752808
exp_751,37,openl3-mel128-6144-music,False,2,3,0.9361702127659576,0.975,0.9176470588235294,0.9454545454545454
exp_750,37,openl3-mel128-6144-music,True,2,3,0.950354609929078,0.9239130434782608,1.0,0.9604519774011301
exp_749,37,openl3-mel128-6144-env,False,2,3,0.8865248226950354,0.925925925925926,0.8823529411764706,0.9036144578313252
exp_748,37,openl3-mel128-6144-env,True,2,3,0.8368794326241135,0.7924528301886793,0.9882352941176472,0.8795811518324608
exp_747,37,openl3-mel128-512-music,False,2,3,0.9645390070921984,0.9761904761904762,0.9647058823529412,0.970414201183432
exp_746,37,openl3-mel128-512-music,True,2,3,0.8865248226950354,0.8415841584158416,1.0,0.9139784946236559
exp_745,37,openl3-mel128-512-env,False,2,3,0.9290780141843972,0.9310344827586208,0.9529411764705882,0.9418604651162791
exp_744,37,openl3-mel128-512-env,True,2,3,0.8581560283687943,0.8095238095238095,1.0,0.8947368421052632
exp_743,37,ised,False,2,3,0.8014184397163121,0.8064516129032258,0.8823529411764706,0.8426966292134832
exp_742,37,ised,True,2,3,0.6737588652482269,0.648854961832061,1.0,0.787037037037037
