name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_101,5,vggish,False,2,3,0.8936170212765957,0.9058823529411764,0.9166666666666666,0.9112426035502958
exp_100,5,vggish,True,2,3,0.8936170212765957,0.8791208791208791,0.9523809523809524,0.9142857142857144
exp_119,5,openl3-mel256-6144-music,False,2,3,0.8652482269503546,0.8571428571428571,0.9285714285714286,0.8914285714285715
exp_118,5,openl3-mel256-6144-music,True,2,3,0.6666666666666666,0.6412213740458015,1.0,0.7813953488372093
exp_117,5,openl3-mel256-6144-env,False,2,3,0.7446808510638298,0.8,0.7619047619047619,0.7804878048780488
exp_116,5,openl3-mel256-6144-env,True,2,3,0.5957446808510638,0.5957446808510638,1.0,0.7466666666666666
exp_115,5,openl3-mel256-512-music,False,2,3,0.851063829787234,0.8705882352941177,0.8809523809523809,0.8757396449704142
exp_114,5,openl3-mel256-512-music,True,2,3,0.5957446808510638,0.5957446808510638,1.0,0.7466666666666666
exp_113,5,openl3-mel256-512-env,False,2,3,0.8085106382978723,0.8607594936708861,0.8095238095238095,0.8343558282208591
exp_112,5,openl3-mel256-512-env,True,2,3,0.5957446808510638,0.5957446808510638,1.0,0.7466666666666666
exp_111,5,openl3-mel128-6144-music,False,2,3,0.9219858156028368,0.9620253164556962,0.9047619047619048,0.9325153374233128
exp_110,5,openl3-mel128-6144-music,True,2,3,0.7446808510638298,0.7,1.0,0.8235294117647058
exp_109,5,openl3-mel128-6144-env,False,2,3,0.9290780141843972,0.9204545454545454,0.9642857142857144,0.9418604651162791
exp_108,5,openl3-mel128-6144-env,True,2,3,0.7092198581560284,0.672,1.0,0.8038277511961722
exp_107,5,openl3-mel128-512-music,False,2,3,0.9361702127659576,0.9411764705882352,0.9523809523809524,0.9467455621301776
exp_106,5,openl3-mel128-512-music,True,2,3,0.75177304964539,0.7058823529411765,1.0,0.8275862068965517
exp_105,5,openl3-mel128-512-env,False,2,3,0.9148936170212766,0.95,0.9047619047619048,0.9268292682926828
exp_104,5,openl3-mel128-512-env,True,2,3,0.5957446808510638,0.5957446808510638,1.0,0.7466666666666666
exp_103,5,ised,False,2,3,0.8297872340425532,0.8571428571428571,0.8571428571428571,0.8571428571428571
exp_102,5,ised,True,2,3,0.7304964539007093,0.9107142857142856,0.6071428571428571,0.7285714285714285
