name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_60,6,openl3-mel128-512-music,True,3,knn-3,0.9219858156028368,0.9264705882352942,0.9130434782608696,0.9197080291970804
exp_61,6,openl3-mel128-512-music,True,3,knn-5,0.950354609929078,0.9428571428571428,0.9565217391304348,0.9496402877697844
exp_62,6,openl3-mel128-512-music,True,3,knn-7,0.9361702127659576,0.9285714285714286,0.9420289855072465,0.9352517985611509
exp_63,6,openl3-mel128-512-music,True,3,svm-rbf,0.950354609929078,0.9428571428571428,0.9565217391304348,0.9496402877697844
exp_64,6,openl3-mel128-512-music,True,3,svm-linear,0.9432624113475178,0.9295774647887324,0.9565217391304348,0.9428571428571428
exp_65,6,openl3-mel128-512-music,True,3,svm-sigmoid,0.9432624113475178,0.9420289855072465,0.9420289855072465,0.9420289855072465
exp_66,6,openl3-mel128-512-music,True,3,svm-poly-1,0.950354609929078,0.9428571428571428,0.9565217391304348,0.9496402877697844
exp_67,6,openl3-mel128-512-music,True,3,svm-poly-2,0.7234042553191491,0.6595744680851063,0.8985507246376812,0.7607361963190185
exp_68,6,openl3-mel128-512-music,True,3,svm-poly-3,0.9432624113475178,0.9552238805970148,0.927536231884058,0.9411764705882352
exp_69,6,openl3-mel128-512-music,True,3,svm-poly-4,0.7092198581560284,0.6372549019607843,0.9420289855072465,0.7602339181286549
