name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_42,21,True,openl3,2,0.4680851063829787,0.4886363636363637,0.589041095890411,0.5341614906832298,2,3
exp_43,21,False,openl3,2,0.4680851063829787,0.4886363636363637,0.589041095890411,0.5341614906832298,2,3
exp_38,19,True,openl3,2,0.5460992907801419,0.5625,0.5,0.5294117647058824,2,3
exp_39,19,False,openl3,2,0.5460992907801419,0.5606060606060606,0.5138888888888888,0.5362318840579711,2,3
exp_20,10,True,openl3,2,0.4822695035460993,0.5454545454545454,0.525,0.5350318471337581,2,3
exp_21,10,False,openl3,2,0.4822695035460993,0.5454545454545454,0.525,0.5350318471337581,2,3
exp_35,17,False,openl3,2,0.524822695035461,0.5645161290322581,0.4666666666666667,0.5109489051094891,2,3
exp_34,17,True,openl3,2,0.5319148936170213,0.5714285714285714,0.48,0.5217391304347826,2,3
exp_32,16,True,openl3,2,0.5673758865248227,0.59375,0.5205479452054794,0.5547445255474454,2,3
exp_33,16,False,openl3,2,0.5602836879432624,0.5846153846153846,0.5205479452054794,0.5507246376811594,2,3
exp_23,11,False,openl3,2,0.5886524822695035,0.6041666666666666,0.7435897435897436,0.6666666666666667,2,3
exp_22,11,True,openl3,2,0.5815602836879432,0.6,0.7307692307692307,0.6589595375722542,2,3
exp_36,18,True,openl3,2,0.5815602836879432,0.5227272727272727,0.7301587301587301,0.6092715231788081,2,3
exp_37,18,False,openl3,2,0.5744680851063829,0.5168539325842697,0.7301587301587301,0.6052631578947368,2,3
exp_41,20,False,openl3,2,0.4397163120567376,0.4098360655737705,0.36764705882352944,0.3875968992248062,2,3
exp_40,20,True,openl3,2,0.4609929078014184,0.43333333333333335,0.38235294117647056,0.40625,2,3
exp_5,2,False,openl3,2,0.5531914893617021,0.547945205479452,0.5714285714285714,0.5594405594405595,2,3
exp_4,2,True,openl3,2,0.5390070921985816,0.5333333333333333,0.5714285714285714,0.5517241379310344,2,3
exp_11,5,False,openl3,2,0.5744680851063829,0.5441176470588235,0.5606060606060606,0.5522388059701493,2,3
exp_10,5,True,openl3,2,0.5531914893617021,0.5211267605633803,0.5606060606060606,0.5401459854014597,2,3
exp_8,4,True,openl3,2,0.4113475177304965,0.5522388059701493,0.4111111111111111,0.4713375796178344,2,3
exp_9,4,False,openl3,2,0.4113475177304965,0.5522388059701493,0.4111111111111111,0.4713375796178344,2,3
exp_6,3,True,openl3,2,0.5106382978723404,0.5128205128205128,0.5633802816901409,0.5369127516778522,2,3
exp_7,3,False,openl3,2,0.5106382978723404,0.5128205128205128,0.5633802816901409,0.5369127516778522,2,3
exp_45,22,False,openl3,2,0.5177304964539007,0.494949494949495,0.7313432835820896,0.5903614457831325,2,3
exp_44,22,True,openl3,2,0.5177304964539007,0.494949494949495,0.7313432835820896,0.5903614457831325,2,3
exp_29,14,False,openl3,2,0.4893617021276596,0.4418604651162791,0.6129032258064516,0.5135135135135135,2,3
exp_28,14,True,openl3,2,0.4964539007092199,0.4482758620689655,0.6290322580645161,0.5234899328859061,2,3
exp_27,13,False,openl3,2,0.5602836879432624,0.6875,0.4125,0.5156249999999999,2,3
exp_26,13,True,openl3,2,0.5531914893617021,0.6808510638297872,0.4,0.5039370078740157,2,3
exp_24,12,True,openl3,2,0.4893617021276596,0.573170731707317,0.5595238095238095,0.5662650602409639,2,3
exp_25,12,False,openl3,2,0.4822695035460993,0.5679012345679012,0.5476190476190477,0.5575757575757575,2,3
exp_31,15,False,openl3,2,0.5106382978723404,0.4848484848484849,0.4776119402985074,0.4812030075187971,2,3
exp_30,15,True,openl3,2,0.5106382978723404,0.4852941176470588,0.4925373134328358,0.4888888888888889,2,3
exp_46,23,True,openl3,2,0.4822695035460993,0.4925373134328358,0.4583333333333333,0.474820143884892,2,3
exp_47,23,False,openl3,2,0.4822695035460993,0.4925373134328358,0.4583333333333333,0.474820143884892,2,3
exp_48,24,True,openl3,2,0.5035460992907801,0.5352112676056338,0.5066666666666667,0.5205479452054794,2,3
exp_49,24,False,openl3,2,0.5035460992907801,0.5362318840579711,0.4933333333333334,0.513888888888889,2,3
exp_12,6,True,openl3,2,0.5460992907801419,0.5949367088607594,0.5949367088607594,0.5949367088607594,2,3
exp_13,6,False,openl3,2,0.5390070921985816,0.5875,0.5949367088607594,0.5911949685534591,2,3
exp_2,1,True,openl3,2,0.5106382978723404,0.5238095238095238,0.6027397260273972,0.5605095541401273,2,3
exp_3,1,False,openl3,2,0.5106382978723404,0.5238095238095238,0.6027397260273972,0.5605095541401273,2,3
exp_16,8,True,openl3,2,0.5319148936170213,0.525,0.6,0.56,2,3
exp_17,8,False,openl3,2,0.524822695035461,0.5185185185185185,0.6,0.5562913907284768,2,3
exp_18,9,True,openl3,2,0.4609929078014184,0.4533333333333333,0.4927536231884058,0.4722222222222222,2,3
exp_19,9,False,openl3,2,0.4893617021276596,0.4805194805194805,0.5362318840579711,0.5068493150684933,2,3
exp_1,0,False,openl3,2,0.5177304964539007,0.5542168674698795,0.5974025974025974,0.575,2,3
exp_0,0,True,openl3,2,0.5177304964539007,0.5542168674698795,0.5974025974025974,0.575,2,3
exp_15,7,False,openl3,2,0.5106382978723404,0.5064935064935064,0.5571428571428572,0.5306122448979592,2,3
exp_14,7,True,openl3,2,0.5177304964539007,0.5131578947368421,0.5571428571428572,0.5342465753424657,2,3
