,exp_name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
0,exp,42,openl3-mel256-6144-music,False,512,svm-linear,0.910864376880772,0.8894307492725116,0.8893196202437047,0.888798657613511
