,guitar,french-horn,double-bass,violin,bass-clarinet,trumpet,tuba,flute,banjo,cello,mandolin,bassoon,clarinet,viola,trombone,oboe,saxophone,english-horn,contrabassoon
0,389,1444,1518,1783,1167,975,1088,1503,216,1436,198,1271,1729,1441,1192,819,1211,1291,1602
