name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_71,3,openl3-mel128-6144-music,False,2,3,0.8794326241134752,0.9315068493150684,0.85,0.888888888888889
exp_70,3,openl3-mel128-6144-music,True,2,3,0.9290780141843972,0.972972972972973,0.9,0.935064935064935
