name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_506,46,openl3-mel256-512-music,False,,knn-3,0.9716312056737588,0.9538461538461539,0.9841269841269841,0.96875
