name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_721,36,vggish,False,2,3,0.9007092198581559,0.9135802469135802,0.9135802469135802,0.9135802469135802
exp_720,36,vggish,True,2,3,0.9007092198581559,0.8681318681318682,0.9753086419753086,0.9186046511627908
exp_739,36,openl3-mel256-6144-music,False,2,3,0.7588652482269503,0.7764705882352941,0.8148148148148148,0.7951807228915663
exp_738,36,openl3-mel256-6144-music,True,2,3,0.75177304964539,0.6982758620689655,1.0,0.8223350253807107
exp_737,36,openl3-mel256-6144-env,False,2,3,0.7446808510638298,0.7777777777777778,0.7777777777777778,0.7777777777777778
exp_736,36,openl3-mel256-6144-env,True,2,3,0.6241134751773051,0.6044776119402985,1.0,0.7534883720930232
exp_735,36,openl3-mel256-512-music,False,2,3,0.8226950354609929,0.8888888888888888,0.7901234567901234,0.8366013071895425
exp_734,36,openl3-mel256-512-music,True,2,3,0.8226950354609929,0.7641509433962265,1.0,0.8663101604278076
exp_733,36,openl3-mel256-512-env,False,2,3,0.7730496453900709,0.7816091954022989,0.8395061728395061,0.8095238095238094
exp_732,36,openl3-mel256-512-env,True,2,3,0.6312056737588653,0.6090225563909775,1.0,0.7570093457943925
exp_731,36,openl3-mel128-6144-music,False,2,3,0.8652482269503546,0.8780487804878049,0.8888888888888888,0.8834355828220859
exp_730,36,openl3-mel128-6144-music,True,2,3,0.7163120567375887,0.6722689075630253,0.9876543209876544,0.8
exp_729,36,openl3-mel128-6144-env,False,2,3,0.8297872340425532,0.8433734939759037,0.8641975308641975,0.8536585365853657
exp_728,36,openl3-mel128-6144-env,True,2,3,0.75177304964539,0.6982758620689655,1.0,0.8223350253807107
exp_727,36,openl3-mel128-512-music,False,2,3,0.8865248226950354,0.8735632183908046,0.9382716049382716,0.9047619047619048
exp_726,36,openl3-mel128-512-music,True,2,3,0.6595744680851063,0.627906976744186,1.0,0.7714285714285715
exp_725,36,openl3-mel128-512-env,False,2,3,0.8226950354609929,0.8333333333333334,0.8641975308641975,0.8484848484848484
exp_724,36,openl3-mel128-512-env,True,2,3,0.6737588652482269,0.6377952755905512,1.0,0.7788461538461539
exp_723,36,ised,False,2,3,0.8439716312056738,0.8554216867469879,0.8765432098765432,0.8658536585365854
exp_722,36,ised,True,2,3,0.6737588652482269,0.9069767441860463,0.4814814814814815,0.6290322580645161
