name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_181,9,vggish,False,2,3,0.9078014184397163,0.9176470588235294,0.9285714285714286,0.923076923076923
exp_180,9,vggish,True,2,3,0.8794326241134752,0.935064935064935,0.8571428571428571,0.8944099378881988
