name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_541,27,vggish,False,2,3,0.8794326241134752,0.9367088607594937,0.8604651162790697,0.8969696969696971
exp_540,27,vggish,True,2,3,0.6666666666666666,0.975609756097561,0.46511627906976744,0.6299212598425197
