name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_981,49,vggish,False,2,3,0.9219858156028368,0.9078947368421052,0.9452054794520548,0.9261744966442952
exp_980,49,vggish,True,2,3,0.8439716312056738,0.9636363636363636,0.726027397260274,0.828125
exp_999,49,openl3-mel256-6144-music,False,2,3,0.8368794326241135,0.8289473684210527,0.8630136986301371,0.8456375838926175
exp_998,49,openl3-mel256-6144-music,True,2,3,0.8297872340425532,0.7951807228915663,0.9041095890410958,0.8461538461538459
exp_997,49,openl3-mel256-6144-env,False,2,3,0.7588652482269503,0.7407407407407407,0.821917808219178,0.7792207792207793
exp_996,49,openl3-mel256-6144-env,True,2,3,0.7588652482269503,0.6822429906542056,1.0,0.8111111111111111
exp_995,49,openl3-mel256-512-music,False,2,3,0.9078014184397164,0.8571428571428571,0.9863013698630136,0.9171974522292992
exp_994,49,openl3-mel256-512-music,True,2,3,0.7588652482269503,0.6930693069306929,0.9589041095890408,0.8045977011494252
exp_993,49,openl3-mel256-512-env,False,2,3,0.8439716312056738,0.7931034482758621,0.9452054794520548,0.8624999999999999
exp_992,49,openl3-mel256-512-env,True,2,3,0.6241134751773051,0.5793650793650794,1.0,0.7336683417085427
exp_991,49,openl3-mel128-6144-music,False,2,3,0.9148936170212766,0.8961038961038961,0.9452054794520548,0.92
exp_990,49,openl3-mel128-6144-music,True,2,3,0.9361702127659576,0.9,0.9863013698630136,0.9411764705882354
exp_989,49,openl3-mel128-6144-env,False,2,3,0.7730496453900709,0.7530864197530864,0.8356164383561644,0.7922077922077922
exp_988,49,openl3-mel128-6144-env,True,2,3,0.9007092198581559,0.8470588235294118,0.9863013698630136,0.9113924050632912
exp_987,49,openl3-mel128-512-music,False,2,3,0.9078014184397164,0.8658536585365854,0.9726027397260274,0.9161290322580644
exp_986,49,openl3-mel128-512-music,True,2,3,0.8723404255319149,0.8021978021978022,1.0,0.8902439024390244
exp_985,49,openl3-mel128-512-env,False,2,3,0.8865248226950354,0.8433734939759037,0.9589041095890408,0.8974358974358975
exp_984,49,openl3-mel128-512-env,True,2,3,0.8794326241134752,0.85,0.9315068493150684,0.8888888888888891
exp_983,49,ised,False,2,3,0.851063829787234,0.8421052631578947,0.8767123287671232,0.8590604026845637
exp_982,49,ised,True,2,3,0.7659574468085106,0.7127659574468085,0.9178082191780822,0.8023952095808382
