name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_821,41,vggish,False,2,3,0.9432624113475178,0.9393939393939394,0.9789473684210528,0.9587628865979384
exp_820,41,vggish,True,2,3,0.9148936170212766,0.9662921348314608,0.9052631578947368,0.9347826086956522
exp_839,41,openl3-mel256-6144-music,False,2,3,0.7588652482269503,0.7904761904761904,0.8736842105263158,0.8300000000000001
exp_838,41,openl3-mel256-6144-music,True,2,3,0.9361702127659576,0.9777777777777776,0.9263157894736842,0.9513513513513514
exp_837,41,openl3-mel256-6144-env,False,2,3,0.7304964539007093,0.8131868131868132,0.7789473684210526,0.7956989247311829
exp_836,41,openl3-mel256-6144-env,True,2,3,0.9361702127659576,1.0,0.9052631578947368,0.9502762430939228
exp_835,41,openl3-mel256-512-music,False,2,3,0.8652482269503546,0.8653846153846154,0.9473684210526316,0.9045226130653268
exp_834,41,openl3-mel256-512-music,True,2,3,0.9290780141843972,0.9207920792079208,0.9789473684210528,0.9489795918367347
exp_833,41,openl3-mel256-512-env,False,2,3,0.7730496453900709,0.8247422680412371,0.8421052631578947,0.8333333333333333
exp_832,41,openl3-mel256-512-env,True,2,3,0.9716312056737588,0.9690721649484536,0.9894736842105264,0.9791666666666666
exp_831,41,openl3-mel128-6144-music,False,2,3,0.9148936170212766,0.9278350515463918,0.9473684210526316,0.9375
exp_830,41,openl3-mel128-6144-music,True,2,3,0.8156028368794326,1.0,0.7263157894736842,0.8414634146341463
exp_829,41,openl3-mel128-6144-env,False,2,3,0.9290780141843972,0.956989247311828,0.936842105263158,0.946808510638298
exp_828,41,openl3-mel128-6144-env,True,2,3,0.75177304964539,1.0,0.631578947368421,0.7741935483870968
exp_827,41,openl3-mel128-512-music,False,2,3,0.9361702127659576,0.9387755102040816,0.9684210526315791,0.9533678756476685
exp_826,41,openl3-mel128-512-music,True,2,3,0.6453900709219859,1.0,0.4736842105263158,0.6428571428571429
exp_825,41,openl3-mel128-512-env,False,2,3,0.851063829787234,0.87,0.9157894736842104,0.8923076923076922
exp_824,41,openl3-mel128-512-env,True,2,3,0.6453900709219859,1.0,0.4736842105263158,0.6428571428571429
exp_823,41,ised,False,2,3,0.8297872340425532,0.8988764044943821,0.8421052631578947,0.8695652173913043
exp_822,41,ised,True,2,3,0.8652482269503546,0.8584905660377359,0.9578947368421052,0.9054726368159204
