name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_601,30,vggish,False,2,3,0.8723404255319149,0.9305555555555556,0.8375,0.8815789473684209
exp_600,30,vggish,True,2,3,0.8014184397163121,0.9642857142857144,0.675,0.7941176470588236
exp_619,30,openl3-mel256-6144-music,False,2,3,0.7588652482269503,0.8194444444444444,0.7375,0.7763157894736842
exp_618,30,openl3-mel256-6144-music,True,2,3,0.9007092198581559,0.945945945945946,0.875,0.9090909090909092
exp_617,30,openl3-mel256-6144-env,False,2,3,0.7163120567375887,0.7857142857142857,0.6875,0.7333333333333334
exp_616,30,openl3-mel256-6144-env,True,2,3,0.9574468085106383,0.9302325581395348,1.0,0.9638554216867471
exp_615,30,openl3-mel256-512-music,False,2,3,0.7943262411347518,0.9047619047619048,0.7125,0.7972027972027972
exp_614,30,openl3-mel256-512-music,True,2,3,0.8156028368794326,0.78125,0.9375,0.8522727272727273
exp_613,30,openl3-mel256-512-env,False,2,3,0.75177304964539,0.8082191780821918,0.7375,0.7712418300653595
exp_612,30,openl3-mel256-512-env,True,2,3,0.8723404255319149,0.8163265306122449,1.0,0.8988764044943821
exp_611,30,openl3-mel128-6144-music,False,2,3,0.8865248226950354,0.9571428571428572,0.8375,0.8933333333333334
exp_610,30,openl3-mel128-6144-music,True,2,3,0.9219858156028368,0.9156626506024096,0.95,0.9325153374233128
exp_609,30,openl3-mel128-6144-env,False,2,3,0.851063829787234,0.8734177215189873,0.8625,0.8679245283018868
exp_608,30,openl3-mel128-6144-env,True,2,3,0.8936170212765957,0.9452054794520548,0.8625,0.9019607843137256
exp_607,30,openl3-mel128-512-music,False,2,3,0.9148936170212766,0.935897435897436,0.9125,0.9240506329113924
exp_606,30,openl3-mel128-512-music,True,2,3,0.7163120567375887,0.6666666666666666,1.0,0.8
exp_605,30,openl3-mel128-512-env,False,2,3,0.8652482269503546,0.8860759493670886,0.875,0.8805031446540881
exp_604,30,openl3-mel128-512-env,True,2,3,0.8936170212765957,0.9113924050632912,0.9,0.9056603773584908
exp_603,30,ised,False,2,3,0.8581560283687943,0.8571428571428571,0.9,0.8780487804878048
exp_602,30,ised,True,2,3,0.8156028368794326,0.8,0.9,0.8470588235294118
