,french-horn,english-horn,violin,trombone,clarinet,contrabassoon,guitar,trumpet,viola,flute,tuba,saxophone,bassoon,oboe,cello,banjo,double-bass,mandolin,bass-clarinet
0,1444,1291,1758,1192,1729,1600,389,979,1441,1503,1087,1211,1271,819,1436,214,1518,198,1167
