,exp_name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,accuracy_score,precision,recall,f1
0,exp,42,openl3-mel256-6144-music,False,512,svm-linear,0.9078250025979424,0.8882855052079557,0.8893342738573601,0.8878858914717508
