name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_176,11,True,openl3_mel128_music_512,2,0.9148936170212766,0.88,0.9565217391304348,0.9166666666666666,2,3
exp_177,11,False,openl3_mel128_music_512,2,0.9007092198581559,0.8481012658227848,0.9710144927536232,0.9054054054054054,2,3
exp_178,11,True,openl3_mel128_music_6144,2,0.8794326241134752,0.8421052631578947,0.927536231884058,0.882758620689655,2,3
exp_179,11,False,openl3_mel128_music_6144,2,0.8794326241134752,0.8421052631578947,0.927536231884058,0.882758620689655,2,3
exp_180,11,True,openl3_mel128_env_512,2,0.8936170212765957,0.8552631578947368,0.9420289855072465,0.8965517241379309,2,3
exp_181,11,False,openl3_mel128_env_512,2,0.9078014184397164,0.8589743589743589,0.9710144927536232,0.91156462585034,2,3
exp_182,11,True,openl3_mel128_env_6144,2,0.9007092198581559,0.8571428571428571,0.9565217391304348,0.904109589041096,2,3
exp_183,11,False,openl3_mel128_env_6144,2,0.9007092198581559,0.8395061728395061,0.9855072463768116,0.9066666666666666,2,3
exp_184,11,True,openl3_mel256_music_512,2,0.8439716312056738,0.7974683544303798,0.9130434782608696,0.8513513513513514,2,3
exp_185,11,False,openl3_mel256_music_512,2,0.8226950354609929,0.7619047619047619,0.927536231884058,0.8366013071895425,2,3
exp_186,11,True,openl3_mel256_music_6144,2,0.8865248226950354,0.8441558441558441,0.9420289855072465,0.8904109589041096,2,3
exp_187,11,False,openl3_mel256_music_6144,2,0.8865248226950354,0.8354430379746836,0.9565217391304348,0.8918918918918919,2,3
exp_188,11,True,openl3_mel256_env_512,2,0.8865248226950354,0.8354430379746836,0.9565217391304348,0.8918918918918919,2,3
exp_189,11,False,openl3_mel256_env_512,2,0.8226950354609929,0.7820512820512819,0.8840579710144928,0.8299319727891156,2,3
exp_190,11,True,openl3_mel256_env_6144,2,0.9078014184397164,0.85,0.9855072463768116,0.9127516778523491,2,3
exp_191,11,False,openl3_mel256_env_6144,2,0.6879432624113475,0.6666666666666666,0.7246376811594203,0.6944444444444444,2,3
