name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_0,0,ised,True,,knn-3,0.8368794326241135,0.8840579710144928,0.8026315789473685,0.8413793103448277
exp_1,0,ised,False,,knn-3,0.8368794326241135,0.9076923076923076,0.7763157894736842,0.8368794326241134
exp_2,0,vggish,True,,knn-3,0.9361702127659576,0.9466666666666668,0.9342105263157896,0.9403973509933776
exp_3,0,vggish,False,,knn-3,0.950354609929078,0.96,0.9473684210526316,0.9536423841059604
exp_4,0,openl3-mel128-512-env,True,,knn-3,0.9716312056737588,0.9736842105263158,0.9736842105263158,0.9736842105263158
exp_5,0,openl3-mel128-512-env,False,,knn-3,0.950354609929078,0.96,0.9473684210526316,0.9536423841059604
exp_6,0,openl3-mel128-512-music,True,,knn-3,0.9432624113475178,0.9722222222222222,0.9210526315789472,0.9459459459459458
exp_7,0,openl3-mel128-512-music,False,,knn-3,0.9290780141843972,0.9583333333333334,0.9078947368421052,0.9324324324324323
exp_8,0,openl3-mel128-6144-env,True,,knn-3,0.9716312056737588,0.9864864864864864,0.9605263157894736,0.9733333333333332
exp_9,0,openl3-mel128-6144-env,False,,knn-3,0.9716312056737588,0.9736842105263158,0.9736842105263158,0.9736842105263158
exp_10,0,openl3-mel128-6144-music,True,,knn-3,0.9645390070921984,0.9863013698630136,0.9473684210526316,0.9664429530201344
exp_11,0,openl3-mel128-6144-music,False,,knn-3,0.9574468085106383,0.972972972972973,0.9473684210526316,0.96
exp_12,0,openl3-mel256-512-env,True,,knn-3,0.950354609929078,0.9859154929577464,0.9210526315789472,0.9523809523809524
exp_13,0,openl3-mel256-512-env,False,,knn-3,0.9574468085106383,0.9861111111111112,0.9342105263157896,0.9594594594594597
exp_14,0,openl3-mel256-512-music,True,,knn-3,0.9574468085106383,0.972972972972973,0.9473684210526316,0.96
exp_15,0,openl3-mel256-512-music,False,,knn-3,0.9290780141843972,0.9714285714285714,0.8947368421052632,0.9315068493150684
exp_16,0,openl3-mel256-6144-env,True,,knn-3,0.9645390070921984,0.9863013698630136,0.9473684210526316,0.9664429530201344
exp_17,0,openl3-mel256-6144-env,False,,knn-3,0.9645390070921984,0.9733333333333334,0.9605263157894736,0.9668874172185432
exp_18,0,openl3-mel256-6144-music,True,,knn-3,0.9716312056737588,0.9864864864864864,0.9605263157894736,0.9733333333333332
exp_19,0,openl3-mel256-6144-music,False,,knn-3,0.9574468085106383,0.9861111111111112,0.9342105263157896,0.9594594594594597
exp_20,1,ised,True,,knn-3,0.9007092198581559,0.9041095890410958,0.9041095890410958,0.9041095890410958
exp_21,1,ised,False,,knn-3,0.8723404255319149,0.8666666666666667,0.8904109589041096,0.8783783783783784
exp_22,1,vggish,True,,knn-3,0.9361702127659576,0.9210526315789472,0.9589041095890408,0.9395973154362416
exp_23,1,vggish,False,,knn-3,0.9290780141843972,0.9090909090909092,0.9589041095890408,0.9333333333333332
exp_24,1,openl3-mel128-512-env,True,,knn-3,0.9858156028368794,1.0,0.9726027397260274,0.9861111111111112
exp_25,1,openl3-mel128-512-env,False,,knn-3,0.9787234042553192,0.9861111111111112,0.9726027397260274,0.9793103448275864
exp_26,1,openl3-mel128-512-music,True,,knn-3,0.9787234042553192,0.9861111111111112,0.9726027397260274,0.9793103448275864
exp_27,1,openl3-mel128-512-music,False,,knn-3,0.9858156028368794,1.0,0.9726027397260274,0.9861111111111112
exp_28,1,openl3-mel128-6144-env,True,,knn-3,0.9858156028368794,1.0,0.9726027397260274,0.9861111111111112
exp_29,1,openl3-mel128-6144-env,False,,knn-3,0.9787234042553192,0.9861111111111112,0.9726027397260274,0.9793103448275864
exp_30,1,openl3-mel128-6144-music,True,,knn-3,0.9787234042553192,0.9861111111111112,0.9726027397260274,0.9793103448275864
exp_31,1,openl3-mel128-6144-music,False,,knn-3,0.9716312056737588,0.9726027397260274,0.9726027397260274,0.9726027397260274
exp_32,1,openl3-mel256-512-env,True,,knn-3,0.950354609929078,0.9459459459459459,0.9589041095890408,0.9523809523809524
exp_33,1,openl3-mel256-512-env,False,,knn-3,0.9645390070921984,0.9594594594594594,0.9726027397260274,0.9659863945578232
exp_34,1,openl3-mel256-512-music,True,,knn-3,0.9787234042553192,0.9861111111111112,0.9726027397260274,0.9793103448275864
