name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_661,33,vggish,False,2,3,0.8936170212765957,0.9080459770114944,0.9186046511627908,0.9132947976878611
exp_660,33,vggish,True,2,3,0.8014184397163121,0.7543859649122807,1.0,0.86
exp_679,33,openl3-mel256-6144-music,False,2,3,0.7801418439716312,0.7722772277227723,0.9069767441860463,0.8342245989304812
exp_678,33,openl3-mel256-6144-music,True,2,3,0.8652482269503546,0.9718309859154929,0.8023255813953488,0.8789808917197452
exp_677,33,openl3-mel256-6144-env,False,2,3,0.7446808510638298,0.7717391304347826,0.8255813953488372,0.797752808988764
exp_676,33,openl3-mel256-6144-env,True,2,3,0.9148936170212766,0.986842105263158,0.8720930232558141,0.9259259259259259
exp_675,33,openl3-mel256-512-music,False,2,3,0.9361702127659576,0.942528735632184,0.9534883720930232,0.9479768786127168
exp_674,33,openl3-mel256-512-music,True,2,3,0.7446808510638298,1.0,0.5813953488372093,0.7352941176470588
exp_673,33,openl3-mel256-512-env,False,2,3,0.9219858156028368,0.9213483146067416,0.9534883720930232,0.9371428571428572
exp_672,33,openl3-mel256-512-env,True,2,3,0.9574468085106383,0.9878048780487804,0.9418604651162792,0.9642857142857144
exp_671,33,openl3-mel128-6144-music,False,2,3,0.9290780141843972,0.9418604651162792,0.9418604651162792,0.9418604651162792
exp_670,33,openl3-mel128-6144-music,True,2,3,0.8723404255319149,1.0,0.7906976744186046,0.8831168831168831
exp_669,33,openl3-mel128-6144-env,False,2,3,0.9148936170212766,0.8854166666666666,0.9883720930232558,0.934065934065934
exp_668,33,openl3-mel128-6144-env,True,2,3,0.7588652482269503,1.0,0.6046511627906976,0.7536231884057971
exp_667,33,openl3-mel128-512-music,False,2,3,0.9290780141843972,0.9318181818181818,0.9534883720930232,0.9425287356321842
exp_666,33,openl3-mel128-512-music,True,2,3,0.8156028368794326,1.0,0.6976744186046512,0.8219178082191781
exp_665,33,openl3-mel128-512-env,False,2,3,0.9290780141843972,0.9222222222222224,0.9651162790697676,0.943181818181818
exp_664,33,openl3-mel128-512-env,True,2,3,0.4893617021276596,1.0,0.16279069767441862,0.28
exp_663,33,ised,False,2,3,0.9078014184397164,0.8762886597938144,0.9883720930232558,0.9289617486338796
exp_662,33,ised,True,2,3,0.8581560283687943,0.8173076923076923,0.9883720930232558,0.8947368421052632
