name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_91,5,False,openl3_mel256_music_6144,2,0.7163120567375887,0.8082191780821918,0.6941176470588235,0.7468354430379747,2,3
