,trombone,guitar,banjo,flute,contrabassoon,mandolin,violin,saxophone,double-bass,bass-clarinet,viola,clarinet,tuba,cello,oboe,bassoon,french-horn,english-horn,trumpet
0,1192,389,214,1503,1600,198,1758,1211,1518,1167,1441,1729,1087,1436,819,1271,1444,1291,979
