,exp_name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,accuracy_score,precision,recall,f1
0,exp,42,openl3-mel256-6144-music,False,512,svm-linear,0.9082406733866778,0.8879305958324278,0.8895187474948504,0.8879785124808509
