name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_943,47,ised,False,2,3,0.8794326241134752,0.8351648351648352,0.9743589743589743,0.8994082840236687
exp_942,47,ised,True,2,3,0.8581560283687943,0.8918918918918919,0.8461538461538461,0.868421052631579
