name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_861,43,vggish,False,2,3,0.9290780141843972,0.9382716049382716,0.9382716049382716,0.9382716049382716
exp_860,43,vggish,True,2,3,0.7801418439716312,0.7232142857142857,1.0,0.8393782383419691
exp_879,43,openl3-mel256-6144-music,False,2,3,0.8368794326241135,0.8536585365853658,0.8641975308641975,0.8588957055214724
exp_878,43,openl3-mel256-6144-music,True,2,3,0.6241134751773051,1.0,0.34567901234567894,0.5137614678899083
exp_877,43,openl3-mel256-6144-env,False,2,3,0.7872340425531915,0.7931034482758621,0.8518518518518519,0.8214285714285715
exp_876,43,openl3-mel256-6144-env,True,2,3,0.75177304964539,0.9791666666666666,0.5802469135802469,0.7286821705426356
exp_875,43,openl3-mel256-512-music,False,2,3,0.8652482269503546,0.8780487804878049,0.8888888888888888,0.8834355828220859
exp_874,43,openl3-mel256-512-music,True,2,3,0.524822695035461,1.0,0.1728395061728395,0.2947368421052632
exp_873,43,openl3-mel256-512-env,False,2,3,0.7588652482269503,0.7901234567901234,0.7901234567901234,0.7901234567901234
exp_872,43,openl3-mel256-512-env,True,2,3,0.7659574468085106,0.9615384615384616,0.6172839506172839,0.7518796992481203
exp_871,43,openl3-mel128-6144-music,False,2,3,0.9148936170212766,0.925925925925926,0.925925925925926,0.925925925925926
exp_870,43,openl3-mel128-6144-music,True,2,3,0.950354609929078,0.951219512195122,0.9629629629629628,0.9570552147239264
exp_869,43,openl3-mel128-6144-env,False,2,3,0.9148936170212766,0.9058823529411764,0.9506172839506172,0.927710843373494
exp_868,43,openl3-mel128-6144-env,True,2,3,0.9290780141843972,0.9493670886075948,0.925925925925926,0.9375
exp_867,43,openl3-mel128-512-music,False,2,3,0.9574468085106383,0.9518072289156626,0.9753086419753086,0.9634146341463414
exp_866,43,openl3-mel128-512-music,True,2,3,0.9432624113475178,0.9397590361445785,0.9629629629629628,0.951219512195122
exp_865,43,openl3-mel128-512-env,False,2,3,0.8936170212765957,0.8837209302325582,0.9382716049382716,0.9101796407185628
exp_864,43,openl3-mel128-512-env,True,2,3,0.6595744680851063,0.851063829787234,0.4938271604938271,0.625
exp_863,43,ised,False,2,3,0.8439716312056738,0.8470588235294118,0.8888888888888888,0.8674698795180723
exp_862,43,ised,True,2,3,0.7446808510638298,0.6956521739130435,0.9876543209876544,0.8163265306122449
