name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_961,48,vggish,False,2,3,0.9290780141843972,0.9294117647058824,0.9518072289156626,0.9404761904761904
exp_960,48,vggish,True,2,3,0.8652482269503546,0.9571428571428572,0.8072289156626506,0.8758169934640524
exp_979,48,openl3-mel256-6144-music,False,2,3,0.8936170212765957,0.9473684210526316,0.8674698795180723,0.9056603773584904
exp_978,48,openl3-mel256-6144-music,True,2,3,0.8297872340425532,0.7757009345794392,1.0,0.8736842105263157
exp_977,48,openl3-mel256-6144-env,False,2,3,0.7659574468085106,0.8472222222222222,0.7349397590361446,0.7870967741935484
exp_976,48,openl3-mel256-6144-env,True,2,3,0.8936170212765957,0.8469387755102041,1.0,0.9171270718232044
exp_975,48,openl3-mel256-512-music,False,2,3,0.8368794326241135,0.8488372093023255,0.8795180722891566,0.863905325443787
exp_974,48,openl3-mel256-512-music,True,2,3,0.8794326241134752,0.8586956521739131,0.9518072289156626,0.9028571428571428
exp_973,48,openl3-mel256-512-env,False,2,3,0.8581560283687943,0.8987341772151899,0.8554216867469879,0.8765432098765433
exp_972,48,openl3-mel256-512-env,True,2,3,0.7872340425531915,1.0,0.6385542168674698,0.7794117647058824
exp_971,48,openl3-mel128-6144-music,False,2,3,0.9219858156028368,0.9390243902439024,0.927710843373494,0.9333333333333332
exp_970,48,openl3-mel128-6144-music,True,2,3,0.9219858156028368,0.8913043478260869,0.9879518072289156,0.9371428571428572
exp_969,48,openl3-mel128-6144-env,False,2,3,0.9148936170212766,0.9382716049382716,0.9156626506024096,0.9268292682926828
exp_968,48,openl3-mel128-6144-env,True,2,3,0.9219858156028368,0.8913043478260869,0.9879518072289156,0.9371428571428572
exp_967,48,openl3-mel128-512-music,False,2,3,0.9148936170212766,0.9493670886075948,0.9036144578313252,0.925925925925926
exp_966,48,openl3-mel128-512-music,True,2,3,0.9432624113475178,0.9746835443037974,0.927710843373494,0.9506172839506172
exp_965,48,openl3-mel128-512-env,False,2,3,0.9078014184397164,0.9375,0.9036144578313252,0.920245398773006
exp_964,48,openl3-mel128-512-env,True,2,3,0.8581560283687943,1.0,0.7590361445783133,0.8630136986301369
exp_963,48,ised,False,2,3,0.8581560283687943,0.8987341772151899,0.8554216867469879,0.8765432098765433
exp_962,48,ised,True,2,3,0.7872340425531915,0.7731958762886598,0.9036144578313252,0.8333333333333334
