name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_221,11,vggish,False,2,3,0.9432624113475178,0.9285714285714286,0.975,0.9512195121951221
exp_220,11,vggish,True,2,3,0.8226950354609929,0.9508196721311476,0.725,0.8226950354609929
exp_239,11,openl3-mel256-6144-music,False,2,3,0.7021276595744681,0.75,0.7125,0.7307692307692308
exp_238,11,openl3-mel256-6144-music,True,2,3,0.6312056737588653,1.0,0.35,0.5185185185185185
exp_237,11,openl3-mel256-6144-env,False,2,3,0.8297872340425532,0.8589743589743589,0.8375,0.8481012658227848
exp_236,11,openl3-mel256-6144-env,True,2,3,0.5460992907801419,1.0,0.2,0.33333333333333337
exp_235,11,openl3-mel256-512-music,False,2,3,0.8439716312056738,0.8717948717948718,0.85,0.8607594936708861
exp_234,11,openl3-mel256-512-music,True,2,3,0.4397163120567376,1.0,0.0125,0.02469135802469136
exp_233,11,openl3-mel256-512-env,False,2,3,0.851063829787234,0.8641975308641975,0.875,0.8695652173913043
exp_232,11,openl3-mel256-512-env,True,2,3,0.4326241134751773,0.0,0.0,0.0
exp_231,11,openl3-mel128-6144-music,False,2,3,0.8865248226950354,0.9,0.9,0.9
exp_230,11,openl3-mel128-6144-music,True,2,3,0.9361702127659576,0.9610389610389609,0.925,0.9426751592356688
exp_229,11,openl3-mel128-6144-env,False,2,3,0.8865248226950354,0.8720930232558141,0.9375,0.9036144578313252
exp_228,11,openl3-mel128-6144-env,True,2,3,0.851063829787234,0.9836065573770492,0.75,0.8510638297872339
exp_227,11,openl3-mel128-512-music,False,2,3,0.9361702127659576,0.9382716049382716,0.95,0.9440993788819876
exp_226,11,openl3-mel128-512-music,True,2,3,0.9007092198581559,0.9714285714285714,0.85,0.9066666666666668
exp_225,11,openl3-mel128-512-env,False,2,3,0.9078014184397164,0.9240506329113924,0.9125,0.9182389937106918
exp_224,11,openl3-mel128-512-env,True,2,3,0.6808510638297872,1.0,0.4375,0.6086956521739131
exp_223,11,ised,False,2,3,0.8865248226950354,0.8809523809523809,0.925,0.902439024390244
exp_222,11,ised,True,2,3,0.8723404255319149,0.9078947368421052,0.8625,0.8846153846153847
