name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_521,26,vggish,False,2,3,0.9148936170212766,0.9302325581395348,0.9302325581395348,0.9302325581395348
exp_520,26,vggish,True,2,3,0.8723404255319149,0.9146341463414634,0.8720930232558141,0.8928571428571429
exp_539,26,openl3-mel256-6144-music,False,2,3,0.8368794326241135,0.8705882352941177,0.8604651162790697,0.8654970760233918
exp_538,26,openl3-mel256-6144-music,True,2,3,0.75177304964539,0.7107438016528925,1.0,0.8309178743961353
exp_537,26,openl3-mel256-6144-env,False,2,3,0.8014184397163121,0.8295454545454546,0.8488372093023255,0.839080459770115
exp_536,26,openl3-mel256-6144-env,True,2,3,0.6170212765957447,0.6142857142857143,1.0,0.7610619469026549
exp_535,26,openl3-mel256-512-music,False,2,3,0.8652482269503546,0.9036144578313252,0.8720930232558141,0.8875739644970415
exp_534,26,openl3-mel256-512-music,True,2,3,0.6382978723404256,0.6277372262773723,1.0,0.7713004484304933
exp_533,26,openl3-mel256-512-env,False,2,3,0.8085106382978723,0.8641975308641975,0.813953488372093,0.8383233532934131
exp_532,26,openl3-mel256-512-env,True,2,3,0.6170212765957447,0.6142857142857143,1.0,0.7610619469026549
exp_531,26,openl3-mel128-6144-music,False,2,3,0.9290780141843972,0.9634146341463414,0.9186046511627908,0.9404761904761904
exp_530,26,openl3-mel128-6144-music,True,2,3,0.7801418439716312,0.7350427350427351,1.0,0.8472906403940887
exp_529,26,openl3-mel128-6144-env,False,2,3,0.9219858156028368,0.9213483146067416,0.9534883720930232,0.9371428571428572
exp_528,26,openl3-mel128-6144-env,True,2,3,0.7446808510638298,0.7049180327868853,1.0,0.8269230769230769
exp_527,26,openl3-mel128-512-music,False,2,3,0.8936170212765957,0.9080459770114944,0.9186046511627908,0.9132947976878611
exp_526,26,openl3-mel128-512-music,True,2,3,0.6595744680851063,0.6417910447761194,1.0,0.7818181818181819
exp_525,26,openl3-mel128-512-env,False,2,3,0.9148936170212766,0.9204545454545454,0.9418604651162792,0.9310344827586208
exp_524,26,openl3-mel128-512-env,True,2,3,0.6241134751773051,0.6187050359712231,1.0,0.7644444444444444
exp_523,26,ised,False,2,3,0.7872340425531915,0.8589743589743589,0.7790697674418605,0.8170731707317073
exp_522,26,ised,True,2,3,0.7872340425531915,0.85,0.7906976744186046,0.8192771084337349
