name,seed,preprocessor,fischer_reweighting,n_components,n_neighbors,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_621,31,vggish,False,2,3,0.9361702127659576,0.9204545454545454,0.9759036144578314,0.9473684210526316
exp_620,31,vggish,True,2,3,0.9432624113475178,0.912087912087912,1.0,0.9540229885057472
exp_639,31,openl3-mel256-6144-music,False,2,3,0.8085106382978723,0.8181818181818182,0.8674698795180723,0.8421052631578947
exp_638,31,openl3-mel256-6144-music,True,2,3,0.7872340425531915,1.0,0.6385542168674698,0.7794117647058824
exp_637,31,openl3-mel256-6144-env,False,2,3,0.7872340425531915,0.7849462365591398,0.8795180722891566,0.8295454545454544
exp_636,31,openl3-mel256-6144-env,True,2,3,0.75177304964539,1.0,0.5783132530120482,0.7328244274809159
exp_635,31,openl3-mel256-512-music,False,2,3,0.9290780141843972,0.9620253164556962,0.9156626506024096,0.9382716049382716
exp_634,31,openl3-mel256-512-music,True,2,3,0.4539007092198582,1.0,0.07228915662650602,0.1348314606741573
exp_633,31,openl3-mel256-512-env,False,2,3,0.8723404255319149,0.8571428571428571,0.9397590361445785,0.8965517241379308
exp_632,31,openl3-mel256-512-env,True,2,3,0.4113475177304965,0.0,0.0,0.0
exp_631,31,openl3-mel128-6144-music,False,2,3,0.9432624113475178,0.9411764705882352,0.9638554216867471,0.9523809523809524
exp_630,31,openl3-mel128-6144-music,True,2,3,0.8581560283687943,0.9565217391304348,0.7951807228915663,0.8684210526315791
exp_629,31,openl3-mel128-6144-env,False,2,3,0.8439716312056738,0.8426966292134831,0.9036144578313252,0.8720930232558138
exp_628,31,openl3-mel128-6144-env,True,2,3,0.9148936170212766,1.0,0.8554216867469879,0.9220779220779219
exp_627,31,openl3-mel128-512-music,False,2,3,0.8936170212765957,0.9047619047619048,0.9156626506024096,0.9101796407185628
exp_626,31,openl3-mel128-512-music,True,2,3,0.4184397163120567,1.0,0.012048192771084338,0.023809523809523808
exp_625,31,openl3-mel128-512-env,False,2,3,0.9361702127659576,0.9204545454545454,0.9759036144578314,0.9473684210526316
exp_624,31,openl3-mel128-512-env,True,2,3,0.4113475177304965,0.0,0.0,0.0
exp_623,31,ised,False,2,3,0.851063829787234,0.8604651162790697,0.891566265060241,0.8757396449704141
exp_622,31,ised,True,2,3,0.7234042553191491,0.8928571428571429,0.6024096385542169,0.7194244604316548
