name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_620,31,ised,True,,knn-3,0.8439716312056738,0.8591549295774648,0.8356164383561644,0.8472222222222222
exp_621,31,ised,False,,knn-3,0.7801418439716312,0.828125,0.726027397260274,0.7737226277372263
exp_622,31,vggish,True,,knn-3,0.9290780141843972,0.9565217391304348,0.9041095890410958,0.9295774647887324
exp_623,31,vggish,False,,knn-3,0.9574468085106383,0.9718309859154928,0.9452054794520548,0.9583333333333334
exp_624,31,openl3-mel128-512-env,True,,knn-3,0.9858156028368794,1.0,0.9726027397260274,0.9861111111111112
exp_625,31,openl3-mel128-512-env,False,,knn-3,0.9645390070921984,0.9857142857142858,0.9452054794520548,0.9650349650349652
exp_626,31,openl3-mel128-512-music,True,,knn-3,0.9716312056737588,1.0,0.9452054794520548,0.9718309859154928
exp_627,31,openl3-mel128-512-music,False,,knn-3,0.9574468085106383,0.9718309859154928,0.9452054794520548,0.9583333333333334
exp_628,31,openl3-mel128-6144-env,True,,knn-3,0.9716312056737588,1.0,0.9452054794520548,0.9718309859154928
exp_629,31,openl3-mel128-6144-env,False,,knn-3,0.9645390070921984,0.9722222222222222,0.9589041095890408,0.9655172413793104
exp_630,31,openl3-mel128-6144-music,True,,knn-3,0.9787234042553192,1.0,0.9589041095890408,0.9790209790209792
exp_631,31,openl3-mel128-6144-music,False,,knn-3,0.9574468085106383,0.9718309859154928,0.9452054794520548,0.9583333333333334
exp_632,31,openl3-mel256-512-env,True,,knn-3,0.9858156028368794,1.0,0.9726027397260274,0.9861111111111112
exp_633,31,openl3-mel256-512-env,False,,knn-3,0.9574468085106383,0.9589041095890408,0.9589041095890408,0.9589041095890408
exp_634,31,openl3-mel256-512-music,True,,knn-3,0.950354609929078,1.0,0.9041095890410958,0.949640287769784
exp_635,31,openl3-mel256-512-music,False,,knn-3,0.9645390070921984,0.9857142857142858,0.9452054794520548,0.9650349650349652
exp_636,31,openl3-mel256-6144-env,True,,knn-3,0.9787234042553192,1.0,0.9589041095890408,0.9790209790209792
exp_637,31,openl3-mel256-6144-env,False,,knn-3,0.9432624113475178,0.9577464788732394,0.9315068493150684,0.9444444444444444
exp_638,31,openl3-mel256-6144-music,True,,knn-3,0.9716312056737588,1.0,0.9452054794520548,0.9718309859154928
exp_639,31,openl3-mel256-6144-music,False,,knn-3,0.950354609929078,0.9852941176470588,0.9178082191780822,0.950354609929078
