name,seed,weights,preprocessor,num_classes,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1,pca_components,neighbors
exp_134,33,True,ised_features,2,0.8439716312056738,0.7857142857142857,0.8870967741935484,0.8333333333333333,2,3
exp_133,33,False,vggish,2,0.8723404255319149,0.84375,0.8709677419354839,0.8571428571428571,2,3
exp_132,33,True,vggish,2,0.9007092198581559,0.8870967741935484,0.8870967741935484,0.8870967741935484,2,3
exp_135,33,False,ised_features,2,0.6595744680851063,0.5833333333333334,0.7903225806451613,0.6712328767123289,2,3
exp_139,34,False,ised_features,2,0.7163120567375887,0.7042253521126759,0.7246376811594203,0.7142857142857142,2,3
exp_137,34,False,vggish,2,0.8936170212765957,0.9354838709677421,0.8405797101449275,0.8854961832061068,2,3
exp_136,34,True,vggish,2,0.9078014184397164,0.9242424242424242,0.8840579710144928,0.9037037037037036,2,3
exp_138,34,True,ised_features,2,0.8723404255319149,0.8805970149253731,0.855072463768116,0.8676470588235295,2,3
exp_143,35,False,ised_features,2,0.6808510638297872,0.64,0.7272727272727273,0.6808510638297872,2,3
exp_142,35,True,ised_features,2,0.851063829787234,0.8571428571428571,0.8181818181818182,0.8372093023255814,2,3
exp_140,35,True,vggish,2,0.8652482269503546,0.8309859154929577,0.8939393939393939,0.8613138686131386,2,3
exp_141,35,False,vggish,2,0.8226950354609929,0.8596491228070176,0.7424242424242424,0.7967479674796748,2,3
exp_128,32,True,vggish,2,0.9078014184397164,0.927536231884058,0.8888888888888888,0.9078014184397164,2,3
exp_129,32,False,vggish,2,0.8297872340425532,0.8428571428571429,0.8194444444444444,0.8309859154929577,2,3
exp_130,32,True,ised_features,2,0.7943262411347518,0.8208955223880597,0.7638888888888888,0.7913669064748201,2,3
exp_131,32,False,ised_features,2,0.7234042553191491,0.746268656716418,0.6944444444444444,0.7194244604316546,2,3
exp_175,43,False,ised_features,2,0.6808510638297872,0.6911764705882353,0.6619718309859155,0.6762589928057554,2,3
exp_172,43,True,vggish,2,0.8794326241134752,0.8857142857142857,0.8732394366197183,0.8794326241134751,2,3
exp_173,43,False,vggish,2,0.851063829787234,0.8472222222222222,0.8591549295774648,0.8531468531468532,2,3
exp_174,43,True,ised_features,2,0.8368794326241135,0.8333333333333334,0.8450704225352113,0.8391608391608393,2,3
exp_178,44,True,ised_features,2,0.8014184397163121,0.8448275862068966,0.7205882352941176,0.7777777777777778,2,3
exp_176,44,True,vggish,2,0.8794326241134752,0.9047619047619048,0.8382352941176471,0.8702290076335878,2,3
exp_177,44,False,vggish,2,0.8865248226950354,0.90625,0.8529411764705882,0.8787878787878787,2,3
exp_179,44,False,ised_features,2,0.6808510638297872,0.7090909090909091,0.5735294117647058,0.6341463414634145,2,3
exp_87,21,False,ised_features,2,0.6950354609929078,0.696969696969697,0.6666666666666666,0.6814814814814815,2,3
exp_86,21,True,ised_features,2,0.8865248226950354,0.9206349206349206,0.8405797101449275,0.8787878787878787,2,3
exp_84,21,True,vggish,2,0.8652482269503546,0.8787878787878788,0.8405797101449275,0.8592592592592593,2,3
exp_85,21,False,vggish,2,0.8865248226950354,0.9206349206349206,0.8405797101449275,0.8787878787878787,2,3
exp_79,19,False,ised_features,2,0.7092198581560284,0.8,0.65,0.7172413793103448,2,3
exp_77,19,False,vggish,2,0.8723404255319149,0.9305555555555556,0.8375,0.8815789473684209,2,3
exp_76,19,True,vggish,2,0.8156028368794326,0.8648648648648649,0.8,0.8311688311688312,2,3
exp_78,19,True,ised_features,2,0.8652482269503546,0.9066666666666666,0.85,0.8774193548387097,2,3
exp_105,26,False,vggish,2,0.9148936170212766,0.9420289855072465,0.8904109589041096,0.9154929577464788,2,3
exp_104,26,True,vggish,2,0.8936170212765957,0.9264705882352942,0.8630136986301371,0.8936170212765958,2,3
exp_106,26,True,ised_features,2,0.8297872340425532,0.8656716417910447,0.7945205479452054,0.8285714285714286,2,3
exp_107,26,False,ised_features,2,0.6950354609929078,0.6973684210526315,0.726027397260274,0.7114093959731543,2,3
exp_42,10,True,ised_features,2,0.8794326241134752,0.9508196721311476,0.8055555555555556,0.8721804511278195,2,3
exp_43,10,False,ised_features,2,0.7092198581560284,0.7313432835820896,0.6805555555555556,0.7050359712230216,2,3
exp_41,10,False,vggish,2,0.8865248226950354,0.8783783783783784,0.9027777777777778,0.8904109589041096,2,3
